,Country,Value,Year,Sex,Indicator
10,Italy,14.5,2015,W,EMP8
11,Luxembourg,10.2,2015,W,EMP8
12,Netherlands,21.3,2015,W,EMP8
13,Norway,9.6,2015,W,EMP8
14,Poland,28.0,2015,W,EMP8
15,Portugal,21.5,2015,W,EMP8
16,Slovak Republic,11.4,2015,W,EMP8
17,Spain,25.2,2015,W,EMP8
18,Sweden,18.8,2015,W,EMP8
19,Switzerland,13.5,2015,W,EMP8
20,United Kingdom,6.6,2015,W,EMP8
21,Estonia,3.1,2015,W,EMP8
22,Slovenia,18.9,2015,W,EMP8
23,Latvia,3.0,2015,W,EMP8
24,Lithuania,1.8,2015,W,EMP8
0,Austria,9.1,2016,W,EMP8
1,Belgium,10.0,2016,W,EMP8
2,Czech Republic,12.2,2016,W,EMP8
3,Denmark,14.5,2016,W,EMP8
4,France,16.6,2016,W,EMP8
5,Germany,13.2,2016,W,EMP8
6,Greece,12.4,2016,W,EMP8
7,Hungary,10.2,2016,W,EMP8
8,Iceland,12.8,2016,W,EMP8
9,Ireland,9.4,2016,W,EMP8
10,Italy,14.6,2016,W,EMP8
11,Luxembourg,9.1,2016,W,EMP8
12,Netherlands,22.1,2016,W,EMP8
13,Norway,10.4,2016,W,EMP8
14,Poland,27.7,2016,W,EMP8
15,Portugal,22.1,2016,W,EMP8
16,Slovak Republic,10.4,2016,W,EMP8
17,Spain,26.4,2016,W,EMP8
18,Sweden,18.4,2016,W,EMP8
19,Switzerland,13.3,2016,W,EMP8
20,United Kingdom,6.6,2016,W,EMP8
21,Estonia,3.5,2016,W,EMP8
22,Slovenia,18.1,2016,W,EMP8
23,Latvia,2.9,2016,W,EMP8
24,Lithuania,1.7,2016,W,EMP8
0,Austria,9.2,2017,W,EMP8
1,Belgium,11.2,2017,W,EMP8
2,Czech Republic,12.2,2017,W,EMP8
3,Denmark,13.5,2017,W,EMP8
4,France,17.4,2017,W,EMP8
5,Germany,12.8,2017,W,EMP8
6,Greece,13.4,2017,W,EMP8
7,Hungary,9.5,2017,W,EMP8
8,Iceland,11.8,2017,W,EMP8
9,Ireland,9.5,2017,W,EMP8
10,Italy,15.9,2017,W,EMP8
11,Luxembourg,9.4,2017,W,EMP8
12,Netherlands,23.0,2017,W,EMP8
13,Norway,9.8,2017,W,EMP8
14,Poland,26.7,2017,W,EMP8
15,Portugal,21.7,2017,W,EMP8
16,Slovak Republic,10.0,2017,W,EMP8
17,Spain,27.5,2017,W,EMP8
18,Sweden,18.5,2017,W,EMP8
19,Switzerland,13.3,2017,W,EMP8
20,United Kingdom,6.2,2017,W,EMP8
21,Estonia,2.8,2017,W,EMP8
22,Slovenia,19.1,2017,W,EMP8
23,Latvia,2.4,2017,W,EMP8
24,Lithuania,1.3,2017,W,EMP8
0,Austria,9.3,2018,W,EMP8
1,Belgium,11.7,2018,W,EMP8
2,Czech Republic,11.2,2018,W,EMP8
3,Denmark,12.1,2018,W,EMP8
4,France,17.3,2018,W,EMP8
5,Germany,12.3,2018,W,EMP8
6,Greece,13.5,2018,W,EMP8
7,Hungary,8.0,2018,W,EMP8
8,Iceland,10.8,2018,W,EMP8
9,Ireland,10.5,2018,W,EMP8
10,Italy,17.6,2018,W,EMP8
11,Luxembourg,10.7,2018,W,EMP8
12,Netherlands,22.9,2018,W,EMP8
13,Norway,9.5,2018,W,EMP8
14,Poland,25.3,2018,W,EMP8
15,Portugal,22.0,2018,W,EMP8
16,Slovak Republic,9.0,2018,W,EMP8
17,Spain,27.7,2018,W,EMP8
18,Sweden,18.5,2018,W,EMP8
19,Switzerland,13.0,2018,W,EMP8
20,United Kingdom,5.9,2018,W,EMP8
21,Estonia,3.3,2018,W,EMP8
22,Slovenia,17.3,2018,W,EMP8
23,Latvia,2.4,2018,W,EMP8
24,Lithuania,1.5,2018,W,EMP8
0,Austria,8.8,2019,W,EMP8
1,Belgium,11.5,2019,W,EMP8
2,Czech Republic,10.2,2019,W,EMP8
3,Denmark,12.0,2019,W,EMP8
4,France,16.7,2019,W,EMP8
5,Germany,11.6,2019,W,EMP8
6,Greece,14.5,2019,W,EMP8
7,Hungary,7.2,2019,W,EMP8
8,Iceland,9.2,2019,W,EMP8
9,Ireland,10.5,2019,W,EMP8
10,Italy,17.3,2019,W,EMP8
11,Luxembourg,9.1,2019,W,EMP8
12,Netherlands,21.3,2019,W,EMP8
13,Norway,9.4,2019,W,EMP8
14,Poland,23.1,2019,W,EMP8
15,Portugal,21.0,2019,W,EMP8
16,Slovak Republic,8.9,2019,W,EMP8
17,Spain,27.2,2019,W,EMP8
18,Sweden,18.3,2019,W,EMP8
19,Switzerland,12.5,2019,W,EMP8
20,United Kingdom,5.6,2019,W,EMP8
21,Estonia,3.2,2019,W,EMP8
22,Slovenia,15.0,2019,W,EMP8
23,Latvia,2.6,2019,W,EMP8
24,Lithuania,1.4,2019,W,EMP8
0,Austria,5.9,2010,M,EMP10
1,Belgium,10.1,2010,M,EMP10
2,Czech Republic,6.7,2010,M,EMP10
3,Denmark,2.6,2010,M,EMP10
4,France,8.6,2010,M,EMP10
5,Germany,5.9,2010,M,EMP10
6,Greece,5.1,2010,M,EMP10
7,Hungary,5.7,2010,M,EMP10
8,Iceland,12.5,2010,M,EMP10
9,Ireland,10.4,2010,M,EMP10
10,Italy,4.7,2010,M,EMP10
11,Luxembourg,4.2,2010,M,EMP10
12,Netherlands,9.3,2010,M,EMP10
13,Norway,8.9,2010,M,EMP10
14,Poland,7.1,2010,M,EMP10
15,Portugal,7.7,2010,M,EMP10
16,Slovak Republic,5.2,2010,M,EMP10
17,Spain,6.0,2010,M,EMP10
18,Sweden,7.1,2010,M,EMP10
19,Switzerland,9.9,2010,M,EMP10
20,United Kingdom,13.1,2010,M,EMP10
21,Estonia,12.9,2010,M,EMP10
22,Slovenia,9.0,2010,M,EMP10
23,Latvia,10.6,2010,M,EMP10
24,Lithuania,11.5,2010,M,EMP10
0,Austria,5.9,2011,M,EMP10
1,Belgium,10.1,2011,M,EMP10
2,Czech Republic,6.7,2011,M,EMP10
3,Denmark,2.6,2011,M,EMP10
4,France,8.6,2011,M,EMP10
5,Germany,5.9,2011,M,EMP10
6,Greece,5.1,2011,M,EMP10
7,Hungary,5.7,2011,M,EMP10
8,Iceland,12.5,2011,M,EMP10
9,Ireland,10.4,2011,M,EMP10
10,Italy,4.7,2011,M,EMP10
11,Luxembourg,4.2,2011,M,EMP10
12,Netherlands,9.3,2011,M,EMP10
13,Norway,8.9,2011,M,EMP10
14,Poland,7.1,2011,M,EMP10
15,Portugal,7.7,2011,M,EMP10
16,Slovak Republic,5.2,2011,M,EMP10
17,Spain,6.0,2011,M,EMP10
18,Sweden,7.1,2011,M,EMP10
19,Switzerland,9.9,2011,M,EMP10
20,United Kingdom,13.1,2011,M,EMP10
21,Estonia,12.9,2011,M,EMP10
22,Slovenia,9.0,2011,M,EMP10
23,Latvia,10.6,2011,M,EMP10
24,Lithuania,11.5,2011,M,EMP10
0,Austria,5.9,2012,M,EMP10
1,Belgium,10.3,2012,M,EMP10
2,Czech Republic,7.2,2012,M,EMP10
3,Denmark,2.7,2012,M,EMP10
4,France,8.5,2012,M,EMP10
5,Germany,5.9,2012,M,EMP10
6,Greece,6.0,2012,M,EMP10
7,Hungary,5.4,2012,M,EMP10
8,Iceland,13.7,2012,M,EMP10
9,Ireland,10.5,2012,M,EMP10
10,Italy,4.7,2012,M,EMP10
11,Luxembourg,3.8,2012,M,EMP10
12,Netherlands,9.7,2012,M,EMP10
13,Norway,8.8,2012,M,EMP10
14,Poland,7.2,2012,M,EMP10
15,Portugal,8.8,2012,M,EMP10
16,Slovak Republic,4.9,2012,M,EMP10
17,Spain,5.8,2012,M,EMP10
18,Sweden,7.2,2012,M,EMP10
19,Switzerland,10.0,2012,M,EMP10
20,United Kingdom,13.5,2012,M,EMP10
21,Estonia,13.0,2012,M,EMP10
22,Slovenia,9.2,2012,M,EMP10
23,Latvia,11.6,2012,M,EMP10
24,Lithuania,11.3,2012,M,EMP10
0,Austria,6.3,2013,M,EMP10
1,Belgium,11.0,2013,M,EMP10
2,Czech Republic,6.7,2013,M,EMP10
3,Denmark,3.1,2013,M,EMP10
4,France,9.0,2013,M,EMP10
5,Germany,6.0,2013,M,EMP10
6,Greece,4.7,2013,M,EMP10
7,Hungary,5.8,2013,M,EMP10
8,Iceland,12.0,2013,M,EMP10
9,Ireland,10.6,2013,M,EMP10
10,Italy,4.9,2013,M,EMP10
11,Luxembourg,4.0,2013,M,EMP10
12,Netherlands,9.6,2013,M,EMP10
13,Norway,9.3,2013,M,EMP10
14,Poland,7.1,2013,M,EMP10
15,Portugal,9.3,2013,M,EMP10
16,Slovak Republic,5.6,2013,M,EMP10
17,Spain,5.8,2013,M,EMP10
18,Sweden,6.8,2013,M,EMP10
19,Switzerland,10.2,2013,M,EMP10
20,United Kingdom,13.1,2013,M,EMP10
21,Estonia,14.8,2013,M,EMP10
22,Slovenia,9.7,2013,M,EMP10
23,Latvia,11.3,2013,M,EMP10
24,Lithuania,11.3,2013,M,EMP10
0,Austria,6.3,2014,M,EMP10
1,Belgium,10.6,2014,M,EMP10
2,Czech Republic,6.9,2014,M,EMP10
3,Denmark,3.5,2014,M,EMP10
4,France,9.5,2014,M,EMP10
5,Germany,6.1,2014,M,EMP10
6,Greece,4.2,2014,M,EMP10
7,Hungary,5.3,2014,M,EMP10
8,Iceland,11.5,2014,M,EMP10
9,Ireland,10.5,2014,M,EMP10
10,Italy,4.9,2014,M,EMP10
11,Luxembourg,3.1,2014,M,EMP10
12,Netherlands,8.6,2014,M,EMP10
13,Norway,9.6,2014,M,EMP10
14,Poland,6.9,2014,M,EMP10
15,Portugal,8.7,2014,M,EMP10
16,Slovak Republic,6.1,2014,M,EMP10
17,Spain,5.6,2014,M,EMP10
18,Sweden,6.5,2014,M,EMP10
19,Switzerland,10.3,2014,M,EMP10
20,United Kingdom,13.3,2014,M,EMP10
21,Estonia,17.0,2014,M,EMP10
22,Slovenia,9.3,2014,M,EMP10
23,Latvia,11.4,2014,M,EMP10
24,Lithuania,11.2,2014,M,EMP10
0,Austria,5.9,2015,M,EMP10
1,Belgium,10.7,2015,M,EMP10
2,Czech Republic,7.1,2015,M,EMP10
3,Denmark,3.9,2015,M,EMP10
4,France,9.6,2015,M,EMP10
5,Germany,6.2,2015,M,EMP10
6,Greece,3.6,2015,M,EMP10
7,Hungary,5.4,2015,M,EMP10
8,Iceland,13.3,2015,M,EMP10
9,Ireland,10.6,2015,M,EMP10
10,Italy,4.8,2015,M,EMP10
11,Luxembourg,4.2,2015,M,EMP10
12,Netherlands,8.1,2015,M,EMP10
13,Norway,9.5,2015,M,EMP10
14,Poland,7.0,2015,M,EMP10
15,Portugal,8.3,2015,M,EMP10
16,Slovak Republic,5.4,2015,M,EMP10
17,Spain,5.3,2015,M,EMP10
18,Sweden,6.9,2015,M,EMP10
19,Switzerland,10.6,2015,M,EMP10
20,United Kingdom,13.4,2015,M,EMP10
21,Estonia,15.1,2015,M,EMP10
22,Slovenia,8.4,2015,M,EMP10
23,Latvia,10.0,2015,M,EMP10
24,Lithuania,11.8,2015,M,EMP10
0,Austria,6.3,2016,M,EMP10
1,Belgium,10.2,2016,M,EMP10
2,Czech Republic,6.6,2016,M,EMP10
3,Denmark,3.4,2016,M,EMP10
4,France,9.4,2016,M,EMP10
5,Germany,6.2,2016,M,EMP10
6,Greece,3.1,2016,M,EMP10
7,Hungary,5.2,2016,M,EMP10
8,Iceland,13.0,2016,M,EMP10
9,Ireland,10.8,2016,M,EMP10
10,Italy,4.8,2016,M,EMP10
11,Luxembourg,3.7,2016,M,EMP10
12,Netherlands,7.7,2016,M,EMP10
13,Norway,10.4,2016,M,EMP10
14,Poland,6.9,2016,M,EMP10
15,Portugal,8.3,2016,M,EMP10
16,Slovak Republic,5.5,2016,M,EMP10
17,Spain,5.4,2016,M,EMP10
18,Sweden,7.1,2016,M,EMP10
19,Switzerland,11.4,2016,M,EMP10
20,United Kingdom,13.6,2016,M,EMP10
21,Estonia,15.2,2016,M,EMP10
22,Slovenia,8.7,2016,M,EMP10
23,Latvia,11.3,2016,M,EMP10
24,Lithuania,11.4,2016,M,EMP10
0,Austria,6.2,2017,M,EMP10
1,Belgium,10.1,2017,M,EMP10
2,Czech Republic,6.2,2017,M,EMP10
3,Denmark,3.8,2017,M,EMP10
4,France,9.4,2017,M,EMP10
5,Germany,6.4,2017,M,EMP10
6,Greece,3.7,2017,M,EMP10
7,Hungary,5.0,2017,M,EMP10
8,Iceland,11.1,2017,M,EMP10
9,Ireland,10.7,2017,M,EMP10
10,Italy,4.8,2017,M,EMP10
11,Luxembourg,3.2,2017,M,EMP10
12,Netherlands,7.4,2017,M,EMP10
13,Norway,11.1,2017,M,EMP10
14,Poland,6.6,2017,M,EMP10
15,Portugal,7.4,2017,M,EMP10
16,Slovak Republic,5.6,2017,M,EMP10
17,Spain,5.3,2017,M,EMP10
18,Sweden,7.4,2017,M,EMP10
19,Switzerland,11.7,2017,M,EMP10
20,United Kingdom,13.9,2017,M,EMP10
21,Estonia,15.8,2017,M,EMP10
22,Slovenia,8.6,2017,M,EMP10
23,Latvia,11.4,2017,M,EMP10
24,Lithuania,11.6,2017,M,EMP10
0,Austria,6.0,2018,M,EMP10
1,Belgium,10.1,2018,M,EMP10
2,Czech Republic,6.1,2018,M,EMP10
3,Denmark,3.7,2018,M,EMP10
4,France,9.4,2018,M,EMP10
5,Germany,6.3,2018,M,EMP10
6,Greece,3.6,2018,M,EMP10
7,Hungary,4.9,2018,M,EMP10
8,Iceland,11.4,2018,M,EMP10
9,Ireland,10.7,2018,M,EMP10
10,Italy,4.8,2018,M,EMP10
11,Luxembourg,3.1,2018,M,EMP10
12,Netherlands,7.3,2018,M,EMP10
13,Norway,10.7,2018,M,EMP10
14,Poland,6.6,2018,M,EMP10
15,Portugal,7.1,2018,M,EMP10
16,Slovak Republic,5.5,2018,M,EMP10
17,Spain,5.2,2018,M,EMP10
18,Sweden,7.4,2018,M,EMP10
19,Switzerland,11.8,2018,M,EMP10
20,United Kingdom,13.8,2018,M,EMP10
21,Estonia,15.7,2018,M,EMP10
22,Slovenia,8.6,2018,M,EMP10
23,Latvia,11.2,2018,M,EMP10
24,Lithuania,11.1,2018,M,EMP10
0,Austria,5.9,2019,M,EMP10
1,Belgium,10.1,2019,M,EMP10
2,Czech Republic,6.1,2019,M,EMP10
3,Denmark,3.6,2019,M,EMP10
4,France,9.4,2019,M,EMP10
5,Germany,6.2,2019,M,EMP10
6,Greece,3.6,2019,M,EMP10
7,Hungary,4.9,2019,M,EMP10
8,Iceland,11.4,2019,M,EMP10
9,Ireland,10.8,2019,M,EMP10
10,Italy,4.8,2019,M,EMP10
11,Luxembourg,2.9,2019,M,EMP10
12,Netherlands,7.1,2019,M,EMP10
13,Norway,10.4,2019,M,EMP10
14,Poland,6.6,2019,M,EMP10
15,Portugal,7.0,2019,M,EMP10
16,Slovak Republic,5.4,2019,M,EMP10
17,Spain,5.1,2019,M,EMP10
18,Sweden,7.4,2019,M,EMP10
19,Switzerland,11.9,2019,M,EMP10
20,United Kingdom,13.8,2019,M,EMP10
21,Estonia,15.7,2019,M,EMP10
22,Slovenia,8.7,2019,M,EMP10
23,Latvia,11.2,2019,M,EMP10
24,Lithuania,11.0,2019,M,EMP10
0,Austria,2.9,2010,W,EMP10
1,Belgium,4.7,2010,W,EMP10
2,Czech Republic,2.8,2010,W,EMP10
3,Denmark,1.6,2010,W,EMP10
4,France,6.1,2010,W,EMP10
5,Germany,3.2,2010,W,EMP10
6,Greece,2.4,2010,W,EMP10
7,Hungary,5.0,2010,W,EMP10
8,Iceland,7.5,2010,W,EMP10
9,Ireland,5.6,2010,W,EMP10
10,Italy,2.4,2010,W,EMP10
11,Luxembourg,2.4,2010,W,EMP10
12,Netherlands,4.7,2010,W,EMP10
13,Norway,4.7,2010,W,EMP10
14,Poland,5.2,2010,W,EMP10
15,Portugal,4.4,2010,W,EMP10
16,Slovak Republic,3.7,2010,W,EMP10
17,Spain,3.3,2010,W,EMP10
18,Sweden,3.9,2010,W,EMP10
19,Switzerland,5.7,2010,W,EMP10
20,United Kingdom,7.6,2010,W,EMP10
21,Estonia,6.6,2010,W,EMP10
22,Slovenia,6.9,2010,W,EMP10
23,Latvia,8.9,2010,W,EMP10
24,Lithuania,6.9,2010,W,EMP10
0,Austria,2.9,2011,W,EMP10
1,Belgium,4.7,2011,W,EMP10
2,Czech Republic,2.8,2011,W,EMP10
3,Denmark,1.6,2011,W,EMP10
4,France,6.1,2011,W,EMP10
5,Germany,3.2,2011,W,EMP10
6,Greece,2.4,2011,W,EMP10
7,Hungary,5.0,2011,W,EMP10
8,Iceland,7.5,2011,W,EMP10
9,Ireland,5.6,2011,W,EMP10
10,Italy,2.4,2011,W,EMP10
11,Luxembourg,2.4,2011,W,EMP10
12,Netherlands,4.7,2011,W,EMP10
13,Norway,4.7,2011,W,EMP10
14,Poland,5.2,2011,W,EMP10
15,Portugal,4.4,2011,W,EMP10
16,Slovak Republic,3.7,2011,W,EMP10
17,Spain,3.3,2011,W,EMP10
18,Sweden,3.9,2011,W,EMP10
19,Switzerland,5.7,2011,W,EMP10
20,United Kingdom,7.6,2011,W,EMP10
21,Estonia,6.6,2011,W,EMP10
22,Slovenia,6.9,2011,W,EMP10
23,Latvia,8.9,2011,W,EMP10
24,Lithuania,6.9,2011,W,EMP10
0,Austria,2.8,2012,W,EMP10
1,Belgium,5.8,2012,W,EMP10
2,Czech Republic,3.1,2012,W,EMP10
3,Denmark,1.1,2012,W,EMP10
4,France,6.0,2012,W,EMP10
5,Germany,2.7,2012,W,EMP10
6,Greece,2.7,2012,W,EMP10
7,Hungary,4.2,2012,W,EMP10
8,Iceland,8.9,2012,W,EMP10
9,Ireland,5.9,2012,W,EMP10
10,Italy,2.3,2012,W,EMP10
11,Luxembourg,1.1,2012,W,EMP10
12,Netherlands,4.4,2012,W,EMP10
13,Norway,4.9,2012,W,EMP10
14,Poland,5.3,2012,W,EMP10
15,Portugal,4.7,2012,W,EMP10
16,Slovak Republic,3.3,2012,W,EMP10
17,Spain,3.2,2012,W,EMP10
18,Sweden,4.3,2012,W,EMP10
19,Switzerland,5.9,2012,W,EMP10
20,United Kingdom,7.7,2012,W,EMP10
21,Estonia,5.9,2012,W,EMP10
22,Slovenia,6.7,2012,W,EMP10
23,Latvia,8.2,2012,W,EMP10
24,Lithuania,6.7,2012,W,EMP10
0,Austria,2.7,2013,W,EMP10
1,Belgium,5.5,2013,W,EMP10
2,Czech Republic,3.4,2013,W,EMP10
3,Denmark,1.1,2013,W,EMP10
4,France,5.1,2013,W,EMP10
5,Germany,2.7,2013,W,EMP10
6,Greece,3.5,2013,W,EMP10
7,Hungary,4.2,2013,W,EMP10
8,Iceland,8.7,2013,W,EMP10
9,Ireland,5.9,2013,W,EMP10
10,Italy,2.4,2013,W,EMP10
11,Luxembourg,0.8,2013,W,EMP10
12,Netherlands,3.7,2013,W,EMP10
13,Norway,5.0,2013,W,EMP10
14,Poland,5.4,2013,W,EMP10
15,Portugal,4.9,2013,W,EMP10
16,Slovak Republic,3.0,2013,W,EMP10
17,Spain,3.1,2013,W,EMP10
18,Sweden,4.3,2013,W,EMP10
19,Switzerland,5.8,2013,W,EMP10
20,United Kingdom,7.8,2013,W,EMP10
21,Estonia,6.5,2013,W,EMP10
22,Slovenia,6.5,2013,W,EMP10
23,Latvia,8.5,2013,W,EMP10
24,Lithuania,6.9,2013,W,EMP10
0,Austria,3.1,2014,W,EMP10
1,Belgium,5.8,2014,W,EMP10
2,Czech Republic,3.3,2014,W,EMP10
3,Denmark,1.2,2014,W,EMP10
4,France,4.7,2014,W,EMP10
5,Germany,2.7,2014,W,EMP10
6,Greece,2.6,2014,W,EMP10
7,Hungary,4.2,2014,W,EMP10
8,Iceland,7.5,2014,W,EMP10
9,Ireland,6.2,2014,W,EMP10
10,Italy,2.4,2014,W,EMP10
11,Luxembourg,1.4,2014,W,EMP10
12,Netherlands,3.8,2014,W,EMP10
13,Norway,5.6,2014,W,EMP10
14,Poland,5.4,2014,W,EMP10
15,Portugal,5.2,2014,W,EMP10
16,Slovak Republic,3.0,2014,W,EMP10
17,Spain,3.0,2014,W,EMP10
18,Sweden,4.3,2014,W,EMP10
19,Switzerland,6.1,2014,W,EMP10
20,United Kingdom,7.9,2014,W,EMP10
21,Estonia,7.3,2014,W,EMP10
22,Slovenia,6.8,2014,W,EMP10
23,Latvia,8.7,2014,W,EMP10
24,Lithuania,6.7,2014,W,EMP10
0,Austria,2.9,2015,W,EMP10
1,Belgium,5.8,2015,W,EMP10
2,Czech Republic,3.7,2015,W,EMP10
3,Denmark,1.4,2015,W,EMP10
4,France,4.6,2015,W,EMP10
5,Germany,2.8,2015,W,EMP10
6,Greece,1.9,2015,W,EMP10
7,Hungary,4.2,2015,W,EMP10
8,Iceland,7.6,2015,W,EMP10
9,Ireland,6.4,2015,W,EMP10
10,Italy,2.4,2015,W,EMP10
11,Luxembourg,0.8,2015,W,EMP10
12,Netherlands,3.5,2015,W,EMP10
13,Norway,5.9,2015,W,EMP10
14,Poland,5.6,2015,W,EMP10
15,Portugal,4.4,2015,W,EMP10
16,Slovak Republic,3.4,2015,W,EMP10
17,Spain,3.0,2015,W,EMP10
18,Sweden,4.6,2015,W,EMP10
19,Switzerland,6.5,2015,W,EMP10
20,United Kingdom,8.1,2015,W,EMP10
21,Estonia,7.6,2015,W,EMP10
22,Slovenia,6.5,2015,W,EMP10
23,Latvia,8.8,2015,W,EMP10
24,Lithuania,6.9,2015,W,EMP10
0,Austria,3.1,2016,W,EMP10
1,Belgium,5.9,2016,W,EMP10
2,Czech Republic,3.0,2016,W,EMP10
3,Denmark,1.6,2016,W,EMP10
4,France,4.9,2016,W,EMP10
5,Germany,2.9,2016,W,EMP10
6,Greece,1.6,2016,W,EMP10
7,Hungary,4.0,2016,W,EMP10
8,Iceland,7.6,2016,W,EMP10
9,Ireland,6.9,2016,W,EMP10
10,Italy,2.5,2016,W,EMP10
11,Luxembourg,1.1,2016,W,EMP10
12,Netherlands,3.1,2016,W,EMP10
13,Norway,6.4,2016,W,EMP10
14,Poland,5.8,2016,W,EMP10
15,Portugal,4.8,2016,W,EMP10
16,Slovak Republic,3.5,2016,W,EMP10
17,Spain,2.8,2016,W,EMP10
18,Sweden,4.8,2016,W,EMP10
19,Switzerland,6.7,2016,W,EMP10
20,United Kingdom,8.4,2016,W,EMP10
21,Estonia,8.8,2016,W,EMP10
22,Slovenia,6.7,2016,W,EMP10
23,Latvia,8.7,2016,W,EMP10
24,Lithuania,7.1,2016,W,EMP10
0,Austria,3.2,2017,W,EMP10
1,Belgium,5.8,2017,W,EMP10
2,Czech Republic,2.7,2017,W,EMP10
3,Denmark,1.4,2017,W,EMP10
4,France,5.0,2017,W,EMP10
5,Germany,2.9,2017,W,EMP10
6,Greece,1.8,2017,W,EMP10
7,Hungary,4.0,2017,W,EMP10
8,Iceland,7.3,2017,W,EMP10
9,Ireland,7.0,2017,W,EMP10
10,Italy,2.4,2017,W,EMP10
11,Luxembourg,1.0,2017,W,EMP10
12,Netherlands,3.1,2017,W,EMP10
13,Norway,7.0,2017,W,EMP10
14,Poland,5.8,2017,W,EMP10
15,Portugal,4.4,2017,W,EMP10
16,Slovak Republic,3.2,2017,W,EMP10
17,Spain,2.8,2017,W,EMP10
18,Sweden,4.9,2017,W,EMP10
19,Switzerland,6.7,2017,W,EMP10
20,United Kingdom,8.6,2017,W,EMP10
21,Estonia,9.6,2017,W,EMP10
22,Slovenia,6.7,2017,W,EMP10
23,Latvia,9.3,2017,W,EMP10
24,Lithuania,6.9,2017,W,EMP10
0,Austria,3.1,2018,W,EMP10
1,Belgium,5.7,2018,W,EMP10
2,Czech Republic,2.8,2018,W,EMP10
3,Denmark,1.5,2018,W,EMP10
4,France,5.2,2018,W,EMP10
5,Germany,3.0,2018,W,EMP10
6,Greece,1.9,2018,W,EMP10
7,Hungary,3.8,2018,W,EMP10
8,Iceland,9.3,2018,W,EMP10
9,Ireland,6.8,2018,W,EMP10
10,Italy,2.4,2018,W,EMP10
11,Luxembourg,1.2,2018,W,EMP10
12,Netherlands,2.9,2018,W,EMP10
13,Norway,6.7,2018,W,EMP10
14,Poland,5.9,2018,W,EMP10
15,Portugal,3.9,2018,W,EMP10
16,Slovak Republic,3.1,2018,W,EMP10
17,Spain,2.9,2018,W,EMP10
18,Sweden,5.0,2018,W,EMP10
19,Switzerland,7.0,2018,W,EMP10
20,United Kingdom,8.7,2018,W,EMP10
21,Estonia,9.3,2018,W,EMP10
22,Slovenia,6.2,2018,W,EMP10
23,Latvia,8.8,2018,W,EMP10
24,Lithuania,7.1,2018,W,EMP10
0,Austria,3.1,2019,W,EMP10
1,Belgium,5.8,2019,W,EMP10
2,Czech Republic,2.8,2019,W,EMP10
3,Denmark,1.5,2019,W,EMP10
4,France,5.2,2019,W,EMP10
5,Germany,3.0,2019,W,EMP10
6,Greece,1.9,2019,W,EMP10
7,Hungary,3.8,2019,W,EMP10
8,Iceland,9.3,2019,W,EMP10
9,Ireland,7.0,2019,W,EMP10
10,Italy,2.4,2019,W,EMP10
11,Luxembourg,1.1,2019,W,EMP10
12,Netherlands,2.8,2019,W,EMP10
13,Norway,6.4,2019,W,EMP10
14,Poland,5.9,2019,W,EMP10
15,Portugal,3.8,2019,W,EMP10
16,Slovak Republic,3.2,2019,W,EMP10
17,Spain,2.9,2019,W,EMP10
18,Sweden,5.0,2019,W,EMP10
19,Switzerland,7.1,2019,W,EMP10
20,United Kingdom,8.8,2019,W,EMP10
21,Estonia,9.3,2019,W,EMP10
22,Slovenia,6.3,2019,W,EMP10
23,Latvia,8.9,2019,W,EMP10
24,Lithuania,7.1,2019,W,EMP10
0,Austria,5.4,2010,M,EMP13_A
1,Belgium,1.731,2010,M,EMP13_A
2,Czech Republic,3.976,2010,M,EMP13_A
3,Denmark,3.851,2010,M,EMP13_A
4,France,3.905,2010,M,EMP13_A
5,Germany,2.031,2010,M,EMP13_A
6,Greece,12.259,2010,M,EMP13_A
7,Hungary,6.487,2010,M,EMP13_A
8,Iceland,8.644,2010,M,EMP13_A
9,Ireland,9.049,2010,M,EMP13_A
10,Italy,4.486,2010,M,EMP13_A
11,Luxembourg,1.6,2010,M,EMP13_A
12,Netherlands,3.655,2010,M,EMP13_A
13,Norway,3.923,2010,M,EMP13_A
14,Poland,13.353,2010,M,EMP13_A
15,Portugal,11.457,2010,M,EMP13_A
16,Slovak Republic,4.414,2010,M,EMP13_A
17,Spain,5.594,2010,M,EMP13_A
18,Sweden,3.106,2010,M,EMP13_A
19,Switzerland,3.953,2010,M,EMP13_A
20,United Kingdom,1.736,2010,M,EMP13_A
21,Estonia,5.675,2010,M,EMP13_A
22,Slovenia,9.027,2010,M,EMP13_A
23,Latvia,11.663,2010,M,EMP13_A
24,Lithuania,11.506,2010,M,EMP13_A
0,Austria,5.18,2011,M,EMP13_A
1,Belgium,1.644,2011,M,EMP13_A
2,Czech Republic,3.829,2011,M,EMP13_A
3,Denmark,3.765,2011,M,EMP13_A
4,France,3.813,2011,M,EMP13_A
5,Germany,2.045,2011,M,EMP13_A
6,Greece,12.141,2011,M,EMP13_A
7,Hungary,6.811,2011,M,EMP13_A
8,Iceland,8.77,2011,M,EMP13_A
9,Ireland,9.253,2011,M,EMP13_A
10,Italy,4.402,2011,M,EMP13_A
11,Luxembourg,1.575,2011,M,EMP13_A
12,Netherlands,3.309,2011,M,EMP13_A
13,Norway,3.707,2011,M,EMP13_A
14,Poland,13.439,2011,M,EMP13_A
15,Portugal,11.487,2011,M,EMP13_A
16,Slovak Republic,4.384,2011,M,EMP13_A
